Year,Month,Model,Units_Sold,Price,Revenue,Dealer,Region,Fuel_Type,Transmission
2024,8,X6,20,75522.93,1510458.5999999999,Dealer_18,Asia,Petrol,Automatic
2016,4,M3,23,70411.23,1619458.2899999998,Dealer_41,North America,Electric,Manual
2024,1,i8,19,136628.67,2595944.7300000004,Dealer_27,Asia,Hybrid,Automatic
2010,2,7 Series,20,97130.53,1942610.6,Dealer_28,Europe,Hybrid,Manual
2011,4,M5,26,106207.3,2761389.8000000003,Dealer_10,Asia,Petrol,Manual
2015,12,3 Series,19,46831.71,889802.49,Dealer_14,Middle East,Hybrid,Manual
2018,2,X6,14,68955.9,965382.5999999999,Dealer_14,South America,Diesel,Manual
2018,5,Z4,20,54118.57,1082371.4,Dealer_43,North America,Electric,Automatic
2015,6,X1,23,33569.79,772105.17,Dealer_32,Middle East,Petrol,Automatic
2016,2,5 Series,20,56970.95,1139419.0,Dealer_39,Asia,Electric,Manual
2019,1,X3,16,43456.84,695309.44,Dealer_37,North America,Electric,Automatic
2012,7,3 Series,22,49087.45,1079923.9,Dealer_34,North America,Hybrid,Manual
2011,8,5 Series,21,63192.53,1327043.13,Dealer_27,Africa,Hybrid,Automatic
2015,6,X6,32,64675.11,2069603.52,Dealer_50,Asia,Electric,Manual
2016,5,Z4,28,59759.5,1673266.0,Dealer_32,Africa,Petrol,Automatic
2019,2,3 Series,23,40622.58,934319.3400000001,Dealer_1,Europe,Petrol,Automatic
2023,12,Z4,25,51535.24,1288381.0,Dealer_11,North America,Diesel,Automatic
2023,9,3 Series,23,49569.79,1140105.17,Dealer_4,Asia,Petrol,Manual
2010,5,5 Series,24,53851.5,1292436.0,Dealer_45,South America,Electric,Automatic
2021,3,7 Series,21,91378.06,1918939.26,Dealer_8,Europe,Hybrid,Manual
2022,10,X6,20,76374.98,1527499.5999999999,Dealer_43,North America,Diesel,Automatic
2020,8,X3,28,47835.52,1339394.5599999998,Dealer_47,Middle East,Diesel,Manual
2014,5,Z4,26,46241.91,1202289.6600000001,Dealer_36,Europe,Diesel,Manual
2011,8,3 Series,21,40477.19,850020.99,Dealer_43,Europe,Electric,Automatic
2013,8,5 Series,22,55117.43,1212583.46,Dealer_38,South America,Hybrid,Automatic
2021,8,M5,10,99350.97,993509.7,Dealer_33,North America,Diesel,Manual
2024,6,X6,33,83476.36,2754719.88,Dealer_40,South America,Diesel,Automatic
2013,2,X3,24,49292.55,1183021.2000000002,Dealer_44,Asia,Petrol,Manual
2017,2,Z4,23,46652.99,1073018.77,Dealer_2,Middle East,Diesel,Automatic
2010,8,M5,31,111222.89,3447909.59,Dealer_23,Asia,Petrol,Manual
2015,7,X1,25,33081.51,827037.75,Dealer_33,Middle East,Hybrid,Manual
2017,5,X5,22,60407.35,1328961.7,Dealer_42,Middle East,Electric,Manual
2014,4,X6,24,66709.55,1601029.2000000002,Dealer_18,South America,Electric,Automatic
2011,11,3 Series,30,45943.95,1378318.5,Dealer_8,Europe,Petrol,Manual
2024,1,M3,23,68589.74,1577564.02,Dealer_5,South America,Petrol,Automatic
2013,10,Z4,18,55737.35,1003272.2999999999,Dealer_26,Middle East,Petrol,Manual
2021,12,X3,20,50330.47,1006609.4,Dealer_11,Europe,Hybrid,Automatic
2021,10,X3,16,53767.9,860286.4,Dealer_7,Europe,Electric,Automatic
2023,12,X1,13,33287.44,432736.72000000003,Dealer_44,North America,Diesel,Manual
2015,8,7 Series,14,101037.2,1414520.8,Dealer_43,Middle East,Electric,Automatic
2010,3,X3,23,55890.11,1285472.53,Dealer_11,Africa,Petrol,Automatic
2017,10,3 Series,16,43952.67,703242.72,Dealer_16,Middle East,Petrol,Manual
2023,1,M3,36,77280.97,2782114.92,Dealer_19,Europe,Diesel,Manual
2022,2,5 Series,29,54525.94,1581252.26,Dealer_48,Asia,Electric,Automatic
2021,6,i8,11,136808.26,1504890.86,Dealer_32,Asia,Hybrid,Automatic
2010,6,X3,22,53426.26,1175377.72,Dealer_34,Africa,Electric,Manual
2014,11,i8,18,156585.05,2818530.9,Dealer_2,Europe,Electric,Manual
2020,3,X5,22,68207.73,1500570.0599999998,Dealer_16,South America,Electric,Automatic
2013,12,5 Series,18,52698.39,948571.02,Dealer_25,Africa,Petrol,Automatic
2024,11,M5,18,111664.87,2009967.66,Dealer_29,South America,Diesel,Automatic
2024,11,X5,19,75815.9,1440502.0999999999,Dealer_26,South America,Electric,Automatic
2014,4,3 Series,11,45101.91,496121.01,Dealer_45,Asia,Petrol,Automatic
2022,8,M3,17,83331.21,1416630.57,Dealer_23,Asia,Petrol,Manual
2017,11,7 Series,14,88391.1,1237475.4000000001,Dealer_10,South America,Hybrid,Manual
2014,8,X3,19,44130.48,838479.1200000001,Dealer_19,North America,Electric,Manual
2013,5,M3,13,65592.15,852697.95,Dealer_32,Asia,Petrol,Automatic
2015,11,3 Series,25,38428.77,960719.2499999999,Dealer_9,Asia,Hybrid,Manual
2011,12,X3,21,45254.08,950335.68,Dealer_47,Europe,Electric,Manual
2014,4,3 Series,19,43762.04,831478.76,Dealer_23,Europe,Electric,Automatic
2016,2,X3,21,56450.8,1185466.8,Dealer_39,Asia,Diesel,Automatic
2020,6,M3,22,65922.7,1450299.4,Dealer_50,Europe,Hybrid,Manual
2016,9,X1,25,34661.15,866528.75,Dealer_6,Asia,Electric,Manual
2016,7,5 Series,15,51787.06,776805.8999999999,Dealer_29,Africa,Hybrid,Automatic
2017,6,X6,19,72797.6,1383154.4000000001,Dealer_27,Middle East,Petrol,Manual
2022,7,5 Series,23,61971.63,1425347.49,Dealer_40,Asia,Diesel,Automatic
2012,10,i8,24,163796.32,3931111.68,Dealer_19,North America,Electric,Manual
2016,11,3 Series,23,43631.38,1003521.74,Dealer_49,South America,Electric,Manual
2011,1,X3,18,55150.48,992708.64,Dealer_42,North America,Hybrid,Manual
2023,5,M3,20,73110.83,1462216.6,Dealer_22,North America,Petrol,Manual
2021,4,i8,23,132054.38,3037250.74,Dealer_48,Middle East,Diesel,Manual
2024,11,M5,23,121346.05,2790959.15,Dealer_20,Africa,Hybrid,Manual
2022,8,M3,20,77443.27,1548865.4000000001,Dealer_8,North America,Petrol,Manual
2019,2,i8,24,130068.27,3121638.48,Dealer_14,North America,Electric,Manual
2023,9,i3,23,45774.64,1052816.72,Dealer_8,Asia,Electric,Automatic
2012,4,i8,23,136931.4,3149422.1999999997,Dealer_40,Africa,Electric,Manual
2016,3,M5,27,95182.22,2569919.94,Dealer_10,Africa,Diesel,Manual
2018,12,Z4,21,53200.22,1117204.62,Dealer_31,Middle East,Hybrid,Automatic
2020,2,M3,20,73352.25,1467045.0,Dealer_43,Asia,Electric,Automatic
2021,2,i3,19,46128.1,876433.9,Dealer_28,Europe,Petrol,Automatic
2017,2,M3,26,71178.02,1850628.52,Dealer_38,Asia,Petrol,Automatic
2010,6,7 Series,29,88431.63,2564517.27,Dealer_47,Middle East,Hybrid,Manual
2012,6,i8,26,161945.26,4210576.76,Dealer_33,Europe,Hybrid,Automatic
2018,2,7 Series,25,93225.94,2330648.5,Dealer_23,Africa,Hybrid,Automatic
2021,3,X3,26,54503.44,1417089.44,Dealer_43,Asia,Electric,Manual
2024,11,i3,18,45583.06,820495.08,Dealer_31,South America,Diesel,Automatic
2012,12,X5,25,69982.62,1749565.5,Dealer_38,Asia,Electric,Manual
2010,1,Z4,27,47387.7,1279467.9,Dealer_7,Africa,Petrol,Automatic
2024,11,i3,23,44869.4,1031996.2000000001,Dealer_15,Africa,Diesel,Manual
2024,3,Z4,19,58387.09,1109354.71,Dealer_49,Middle East,Petrol,Manual
2019,5,5 Series,22,50117.4,1102582.8,Dealer_48,North America,Electric,Automatic
2019,11,3 Series,23,49436.74,1137045.02,Dealer_21,North America,Electric,Automatic
2012,11,M3,20,74685.83,1493716.6,Dealer_13,Asia,Electric,Automatic
2020,5,X1,25,33612.52,840312.9999999999,Dealer_11,Middle East,Diesel,Manual
2019,1,M5,24,124734.72,2993633.2800000003,Dealer_7,Europe,Petrol,Manual
2024,1,X5,23,73600.52,1692811.9600000002,Dealer_37,South America,Petrol,Automatic
2012,11,Z4,17,59366.15,1009224.55,Dealer_47,Africa,Electric,Manual
2023,4,M3,15,80379.09,1205686.3499999999,Dealer_33,Asia,Hybrid,Manual
2022,2,i3,26,46271.41,1203056.6600000001,Dealer_25,North America,Petrol,Manual
2022,9,X3,24,44653.15,1071675.6,Dealer_32,Europe,Petrol,Automatic
2010,4,X3,21,56480.74,1186095.54,Dealer_17,Middle East,Hybrid,Manual
2023,3,X3,19,44276.79,841259.01,Dealer_37,Europe,Hybrid,Automatic
2019,1,i8,18,155295.75,2795323.5,Dealer_8,South America,Electric,Automatic
2020,1,3 Series,23,42059.37,967365.51,Dealer_17,Europe,Hybrid,Manual
2012,4,i8,22,160304.02,3526688.44,Dealer_22,Africa,Petrol,Manual
2017,2,M3,18,81990.8,1475834.4000000001,Dealer_45,North America,Hybrid,Manual
2016,10,Z4,33,54186.49,1788154.17,Dealer_6,South America,Electric,Manual
2014,12,3 Series,27,39111.17,1056001.5899999999,Dealer_32,South America,Diesel,Automatic
2016,8,X3,22,54454.2,1197992.4,Dealer_15,North America,Petrol,Manual
2022,4,i8,13,151541.83,1970043.7899999998,Dealer_25,Africa,Petrol,Automatic
2010,7,X6,22,77604.25,1707293.5,Dealer_28,Africa,Electric,Manual
2011,8,5 Series,29,64302.92,1864784.68,Dealer_24,Asia,Diesel,Automatic
2016,1,X1,15,33936.35,509045.25,Dealer_38,North America,Diesel,Automatic
2021,9,M3,18,63961.37,1151304.6600000001,Dealer_1,Africa,Diesel,Manual
2011,1,7 Series,25,87683.18,2192079.5,Dealer_19,North America,Hybrid,Automatic
2019,11,X1,18,41979.93,755638.74,Dealer_9,South America,Electric,Automatic
2020,2,M5,18,96919.32,1744547.7600000002,Dealer_17,South America,Diesel,Automatic
2021,12,X5,23,76003.98,1748091.5399999998,Dealer_15,Middle East,Hybrid,Automatic
2022,9,X3,22,55713.18,1225689.96,Dealer_16,South America,Hybrid,Automatic
2021,9,i8,24,130383.88,3129213.12,Dealer_23,Middle East,Electric,Automatic
2011,4,7 Series,23,97956.35,2252996.0500000003,Dealer_34,Europe,Hybrid,Manual
2011,6,Z4,19,57245.7,1087668.3,Dealer_10,North America,Diesel,Automatic
2020,8,5 Series,14,49851.28,697917.9199999999,Dealer_3,Asia,Hybrid,Automatic
2014,2,3 Series,29,41316.57,1198180.53,Dealer_40,Middle East,Electric,Manual
2023,7,X6,14,72324.41,1012541.74,Dealer_15,Europe,Electric,Manual
2020,7,i8,24,128194.91,3076677.84,Dealer_20,North America,Hybrid,Manual
2024,10,X5,15,76492.62,1147389.2999999998,Dealer_17,South America,Diesel,Manual
2015,12,M3,24,72115.6,1730774.4000000001,Dealer_28,Africa,Petrol,Manual
2018,7,Z4,17,58987.09,1002780.5299999999,Dealer_19,South America,Electric,Automatic
2019,12,M3,21,79149.26,1662134.46,Dealer_17,Europe,Electric,Automatic
2021,4,7 Series,32,99646.67,3188693.44,Dealer_18,Africa,Hybrid,Manual
2013,9,X3,21,48060.47,1009269.87,Dealer_26,North America,Hybrid,Automatic
2014,11,X3,22,54466.94,1198272.6800000002,Dealer_50,South America,Petrol,Manual
2014,10,M5,22,104611.17,2301445.7399999998,Dealer_17,Europe,Electric,Automatic
2010,8,3 Series,17,43677.14,742511.38,Dealer_23,Middle East,Diesel,Automatic
2010,10,5 Series,18,54061.35,973104.2999999999,Dealer_40,South America,Hybrid,Manual
2017,3,X3,20,54230.07,1084601.4,Dealer_18,Asia,Electric,Manual
2013,11,7 Series,22,80246.0,1765412.0,Dealer_40,Africa,Petrol,Manual
2011,11,3 Series,19,40121.62,762310.78,Dealer_33,Middle East,Hybrid,Manual
2018,12,X1,20,32138.54,642770.8,Dealer_46,Asia,Hybrid,Manual
2020,6,i8,23,156169.41,3591896.43,Dealer_39,Europe,Hybrid,Manual
2011,9,i3,15,42027.96,630419.4,Dealer_5,Europe,Diesel,Automatic
2019,6,M5,15,107603.04,1614045.5999999999,Dealer_42,Middle East,Hybrid,Manual
2010,6,M3,24,79551.45,1909234.7999999998,Dealer_22,Middle East,Hybrid,Automatic
2014,10,3 Series,21,39819.94,836218.74,Dealer_3,Asia,Diesel,Manual
2011,10,X1,23,39984.36,919640.28,Dealer_33,Africa,Hybrid,Manual
2016,10,3 Series,20,46078.95,921579.0,Dealer_10,Middle East,Petrol,Manual
2024,4,M3,26,73573.41,1912908.6600000001,Dealer_37,Africa,Electric,Manual
2023,9,3 Series,14,45449.49,636292.86,Dealer_43,South America,Electric,Automatic
2014,4,M3,22,69154.37,1521396.14,Dealer_16,Asia,Diesel,Automatic
2013,8,X5,14,73089.67,1023255.38,Dealer_8,Africa,Diesel,Automatic
2021,7,X5,14,60053.96,840755.44,Dealer_36,South America,Petrol,Automatic
2020,8,M3,22,67837.35,1492421.7000000002,Dealer_27,Europe,Diesel,Manual
2022,7,M5,23,112919.79,2597155.17,Dealer_9,South America,Hybrid,Automatic
2015,6,5 Series,24,50844.85,1220276.4,Dealer_27,South America,Diesel,Automatic
2020,4,7 Series,18,98848.35,1779270.3,Dealer_1,Europe,Petrol,Automatic
2014,9,Z4,22,58951.88,1296941.3599999999,Dealer_48,North America,Diesel,Manual
2023,7,3 Series,19,46494.59,883397.21,Dealer_5,Europe,Electric,Automatic
2015,3,X6,20,77635.5,1552710.0,Dealer_16,Africa,Hybrid,Manual
2015,6,M3,24,75783.91,1818813.84,Dealer_7,Africa,Petrol,Manual
2021,6,i3,19,52794.1,1003087.9,Dealer_41,Middle East,Electric,Automatic
2022,8,Z4,24,47019.08,1128457.92,Dealer_12,Africa,Petrol,Manual
2024,1,M3,23,75454.01,1735442.23,Dealer_44,Africa,Electric,Automatic
2015,8,7 Series,25,89471.01,2236775.25,Dealer_38,Asia,Petrol,Manual
2014,8,X5,20,59441.61,1188832.2,Dealer_34,South America,Electric,Automatic
2015,7,X5,17,73267.35,1245544.9500000002,Dealer_10,North America,Diesel,Automatic
2018,5,M3,19,81471.26,1547953.94,Dealer_21,North America,Hybrid,Automatic
2012,2,X3,19,47143.42,895724.98,Dealer_29,Europe,Diesel,Automatic
2024,5,M3,16,78822.84,1261165.44,Dealer_15,Africa,Hybrid,Manual
2011,4,i8,19,161229.18,3063354.42,Dealer_49,Europe,Petrol,Manual
2024,9,i8,15,159557.66,2393364.9,Dealer_1,Middle East,Petrol,Automatic
2013,5,M3,20,71956.55,1439131.0,Dealer_29,South America,Diesel,Automatic
2014,2,Z4,23,55594.83,1278681.09,Dealer_8,Middle East,Electric,Automatic
2014,2,7 Series,23,101823.47,2341939.81,Dealer_47,Africa,Petrol,Automatic
2022,2,Z4,16,56899.8,910396.8,Dealer_47,North America,Hybrid,Manual
2018,6,X3,22,49729.88,1094057.3599999999,Dealer_48,South America,Petrol,Automatic
2024,1,X6,20,65109.21,1302184.2,Dealer_46,South America,Hybrid,Manual
2023,9,M5,15,120885.5,1813282.5,Dealer_41,North America,Petrol,Manual
2012,10,X6,16,81314.41,1301030.56,Dealer_15,Africa,Diesel,Automatic
2017,3,i3,17,51487.23,875282.91,Dealer_47,Middle East,Hybrid,Manual
2013,11,5 Series,22,65188.74,1434152.28,Dealer_47,Africa,Diesel,Manual
2016,2,i3,27,48029.45,1296795.15,Dealer_14,Africa,Diesel,Manual
2016,12,X3,19,52032.65,988620.35,Dealer_41,South America,Diesel,Automatic
2017,9,M5,21,124561.56,2615792.76,Dealer_20,Europe,Hybrid,Automatic
2017,11,X6,22,75554.68,1662202.96,Dealer_35,Middle East,Hybrid,Manual
2013,2,X3,20,49242.15,984843.0,Dealer_29,Asia,Diesel,Automatic
2011,3,i3,15,53410.26,801153.9,Dealer_43,North America,Hybrid,Automatic
2021,3,i3,20,51841.63,1036832.6,Dealer_32,South America,Electric,Manual
2010,5,X3,25,50507.82,1262695.5,Dealer_27,North America,Hybrid,Automatic
2020,6,X6,26,71218.95,1851692.7,Dealer_29,Middle East,Electric,Automatic
2024,1,X3,21,50191.28,1054016.88,Dealer_15,Asia,Petrol,Automatic
2017,7,X1,35,37511.31,1312895.8499999999,Dealer_11,South America,Diesel,Manual
2019,10,X5,24,61019.7,1464472.7999999998,Dealer_35,North America,Petrol,Automatic
2011,12,X5,20,76288.46,1525769.2000000002,Dealer_50,South America,Petrol,Manual
2018,4,X5,23,68941.72,1585659.56,Dealer_11,South America,Electric,Manual
2014,3,X5,14,64964.29,909500.06,Dealer_14,South America,Diesel,Manual
2010,1,i8,18,130305.87,2345505.66,Dealer_26,Middle East,Petrol,Manual
2014,5,3 Series,20,40698.07,813961.4,Dealer_50,Africa,Diesel,Manual
2014,12,5 Series,19,62914.43,1195374.17,Dealer_25,Africa,Electric,Manual
2023,12,X3,22,55612.57,1223476.54,Dealer_5,North America,Electric,Manual
2010,12,i8,19,151404.62,2876687.78,Dealer_10,North America,Electric,Manual
2023,10,X3,20,54500.71,1090014.2,Dealer_28,South America,Petrol,Automatic
2014,8,X1,22,32546.63,716025.86,Dealer_42,South America,Electric,Automatic
2014,7,5 Series,25,53167.17,1329179.25,Dealer_27,South America,Hybrid,Automatic
2014,12,i8,26,147276.93,3829200.1799999997,Dealer_25,North America,Electric,Automatic
2015,9,Z4,25,46624.56,1165614.0,Dealer_15,South America,Petrol,Automatic
2022,4,i3,20,45492.59,909851.7999999999,Dealer_37,North America,Hybrid,Automatic
2012,11,5 Series,21,51073.92,1072552.32,Dealer_11,Europe,Electric,Manual
2011,3,X6,17,75946.26,1291086.42,Dealer_31,South America,Diesel,Manual
2022,8,X3,22,49130.76,1080876.72,Dealer_48,Asia,Diesel,Manual
2015,12,M3,12,75573.33,906879.96,Dealer_1,Asia,Diesel,Automatic
2018,8,X5,25,77209.77,1930244.25,Dealer_16,Asia,Electric,Automatic
2018,9,Z4,17,59891.33,1018152.61,Dealer_6,North America,Electric,Manual
2016,3,3 Series,13,39842.37,517950.81000000006,Dealer_48,North America,Diesel,Manual
2017,2,3 Series,16,48957.34,783317.44,Dealer_32,Europe,Electric,Manual
2021,9,X6,17,71387.52,1213587.84,Dealer_19,North America,Electric,Automatic
2021,11,X3,11,50723.71,557960.8099999999,Dealer_40,Asia,Diesel,Manual
2014,9,M5,21,100940.55,2119751.5500000003,Dealer_40,Africa,Hybrid,Automatic
2017,8,X1,19,41330.13,785272.47,Dealer_48,Africa,Diesel,Manual
2018,12,i3,15,40632.59,609488.85,Dealer_27,Europe,Diesel,Automatic
2011,1,X3,12,53301.09,639613.08,Dealer_13,Africa,Petrol,Automatic
2015,2,3 Series,22,45674.66,1004842.52,Dealer_39,Europe,Petrol,Automatic
2020,9,X1,27,35122.05,948295.3500000001,Dealer_1,Europe,Hybrid,Automatic
2023,7,M3,32,78315.79,2506105.28,Dealer_24,South America,Electric,Automatic
2018,9,M5,14,115270.08,1613781.12,Dealer_5,South America,Diesel,Manual
2021,4,X3,16,45767.88,732286.08,Dealer_37,North America,Diesel,Automatic
2015,10,M3,23,75700.28,1741106.44,Dealer_48,South America,Electric,Manual
2012,1,X1,30,41885.42,1256562.5999999999,Dealer_6,South America,Diesel,Manual
2012,8,3 Series,18,41874.06,753733.08,Dealer_4,Europe,Electric,Automatic
2020,8,X5,16,64399.89,1030398.24,Dealer_49,North America,Diesel,Automatic
2016,7,Z4,15,52117.17,781757.5499999999,Dealer_20,South America,Hybrid,Manual
2024,10,X1,17,41531.28,706031.76,Dealer_41,Asia,Diesel,Automatic
2018,8,i3,31,49883.85,1546399.3499999999,Dealer_17,Africa,Petrol,Automatic
2020,6,7 Series,19,77145.04,1465755.7599999998,Dealer_24,Middle East,Hybrid,Automatic
2013,10,i8,13,162804.38,2116456.94,Dealer_13,Middle East,Hybrid,Manual
2024,12,3 Series,23,40267.53,926153.19,Dealer_24,South America,Diesel,Manual
2019,5,X5,20,60335.12,1206702.4000000001,Dealer_24,Asia,Petrol,Automatic
2010,11,X3,20,52440.11,1048802.2,Dealer_26,North America,Hybrid,Automatic
2020,1,M3,19,80289.84,1525506.96,Dealer_46,Middle East,Electric,Automatic
2012,8,Z4,22,58124.05,1278729.1,Dealer_49,South America,Petrol,Manual
2015,1,M3,18,81779.57,1472032.2600000002,Dealer_10,Africa,Diesel,Manual
2011,7,5 Series,17,50424.79,857221.43,Dealer_41,Africa,Petrol,Automatic
2011,9,X3,16,57361.01,917776.16,Dealer_13,Africa,Petrol,Automatic
2023,11,X5,23,76005.86,1748134.78,Dealer_11,South America,Hybrid,Manual
2020,7,X6,21,80592.05,1692433.05,Dealer_43,North America,Petrol,Manual
2023,9,7 Series,13,95088.41,1236149.33,Dealer_6,Europe,Electric,Manual
2014,10,X1,19,38731.53,735899.07,Dealer_27,Europe,Petrol,Automatic
2014,9,X5,17,60795.43,1033522.31,Dealer_30,South America,Petrol,Automatic
2011,2,5 Series,16,52511.27,840180.32,Dealer_6,Europe,Hybrid,Manual
2022,3,3 Series,19,40540.83,770275.77,Dealer_24,Middle East,Petrol,Manual
2014,11,M5,20,124193.71,2483874.2,Dealer_13,Africa,Diesel,Automatic
2010,7,Z4,27,49306.15,1331266.05,Dealer_18,Europe,Hybrid,Automatic
2013,4,X3,24,55923.39,1342161.3599999999,Dealer_12,Asia,Hybrid,Automatic
2014,2,i3,20,45294.57,905891.4,Dealer_24,Asia,Electric,Manual
2010,10,X6,20,66269.79,1325395.7999999998,Dealer_37,Europe,Electric,Automatic
2020,11,X3,23,46187.24,1062306.52,Dealer_45,South America,Hybrid,Manual
2018,4,X3,15,46342.87,695143.05,Dealer_17,North America,Petrol,Manual
2017,3,i3,17,48422.08,823175.36,Dealer_24,South America,Electric,Manual
2015,12,5 Series,23,59886.29,1377384.67,Dealer_1,Europe,Electric,Automatic
2015,6,M5,20,122943.87,2458877.4,Dealer_12,Asia,Hybrid,Manual
2017,9,7 Series,22,95677.15,2104897.3,Dealer_29,South America,Electric,Automatic
2021,7,i3,16,51760.3,828164.8,Dealer_17,Africa,Hybrid,Automatic
2017,11,X6,22,69303.64,1524680.08,Dealer_15,South America,Petrol,Automatic
2016,5,M3,17,71415.75,1214067.75,Dealer_2,Europe,Diesel,Automatic
2024,10,Z4,25,59142.69,1478567.25,Dealer_13,South America,Diesel,Manual
2020,6,3 Series,18,50026.1,900469.7999999999,Dealer_20,Europe,Hybrid,Automatic
2016,3,i3,22,40511.38,891250.36,Dealer_10,Europe,Diesel,Automatic
2014,2,7 Series,24,82522.68,1980544.3199999998,Dealer_14,Middle East,Petrol,Manual
2012,11,i8,21,161518.07,3391879.47,Dealer_24,North America,Electric,Manual
2015,2,i3,18,47922.69,862608.42,Dealer_26,Africa,Diesel,Automatic
2020,7,i3,22,50034.03,1100748.66,Dealer_49,North America,Electric,Manual
2015,3,X6,18,79238.47,1426292.46,Dealer_19,Africa,Electric,Automatic
2018,2,X5,21,68022.03,1428462.63,Dealer_48,South America,Petrol,Manual
2024,10,7 Series,24,96080.02,2305920.48,Dealer_24,Asia,Hybrid,Manual
2019,10,X6,16,82206.31,1315300.96,Dealer_42,Europe,Diesel,Automatic
2013,1,X1,14,34670.35,485384.89999999997,Dealer_6,Asia,Electric,Manual
2016,3,X3,22,47679.73,1048954.06,Dealer_44,Middle East,Petrol,Automatic
2016,3,7 Series,21,86654.51,1819744.71,Dealer_34,North America,Electric,Manual
2015,11,Z4,16,46521.08,744337.28,Dealer_26,North America,Diesel,Automatic
2012,10,i8,27,142127.59,3837444.9299999997,Dealer_30,North America,Electric,Automatic
2016,1,X3,27,49319.73,1331632.7100000002,Dealer_48,Africa,Petrol,Automatic
2018,6,i3,26,50112.32,1302920.32,Dealer_35,Asia,Petrol,Manual
2016,9,X6,22,81276.6,1788085.2000000002,Dealer_6,Europe,Petrol,Automatic
2024,12,M3,18,68414.57,1231462.2600000002,Dealer_33,South America,Electric,Automatic
2010,8,X3,17,43773.76,744153.92,Dealer_32,Middle East,Hybrid,Manual
2024,10,M5,22,106132.84,2334922.48,Dealer_28,Asia,Hybrid,Manual
2018,5,7 Series,20,83977.61,1679552.2,Dealer_27,North America,Electric,Automatic
2014,11,3 Series,13,45306.81,588988.53,Dealer_23,Africa,Petrol,Automatic
2013,3,5 Series,16,58327.26,933236.16,Dealer_9,Africa,Diesel,Automatic
2016,5,X5,17,77451.13,1316669.21,Dealer_45,South America,Diesel,Automatic
2010,2,X5,20,65769.51,1315390.2,Dealer_10,South America,Petrol,Automatic
2018,12,5 Series,23,55073.25,1266684.75,Dealer_41,Africa,Hybrid,Automatic
2016,1,7 Series,29,100734.15,2921290.3499999996,Dealer_17,Africa,Petrol,Automatic
2011,4,M3,16,68480.49,1095687.84,Dealer_20,South America,Diesel,Manual
2015,10,i3,20,43405.33,868106.6000000001,Dealer_28,Asia,Diesel,Automatic
2018,11,3 Series,23,45418.24,1044619.5199999999,Dealer_12,Africa,Hybrid,Automatic
